"TRAM","Rang","GEOM_WKT"
"T09647R","20 - 30 µg/m³","MULTILINESTRING ((432748.438959812 4585327.11098551,432795.095386194 4585373.94670751))"
"T16763N","20 - 30 µg/m³","MULTILINESTRING ((426555.463846935 4575898.53444149,426459.857224718 4575704.51687415))"
"T12024V","20 - 30 µg/m³","MULTILINESTRING ((432122.37689607 4588877.87036573,432149.050752863 4588985.40633332))"
"T12571R","20 - 30 µg/m³","MULTILINESTRING ((430379.226916749 4587389.80620829,430374.186866335 4587384.18123749,430357.618457539 4587333.59128237))"
"T10858V","20 - 30 µg/m³","MULTILINESTRING ((426548.166100895 4583450.60121531,426532.939262358 4583474.96936845))"
"T10380E","20 - 30 µg/m³","MULTILINESTRING ((428872.484775276 4583196.99113776,428831.503126271 4583251.49653261))"
"T07546F","20 - 30 µg/m³","MULTILINESTRING ((425182.613368 4582316.55287091,425167.426390556 4582322.63699586))"
"T16485K","20 - 30 µg/m³","MULTILINESTRING ((434472.634102059 4584997.08143343,434516.70647463 4585037.16416093))"
"T00837L","20 - 30 µg/m³","MULTILINESTRING ((431236.747445105 4581883.79718179,431269.852725637 4581913.97597721))"
"T17564M","20 - 30 µg/m³","MULTILINESTRING ((431507.624852588 4585433.43654227,431564.95328144 4585478.41418061))"
"T05349U","20 - 30 µg/m³","MULTILINESTRING ((429522.574520858 4587380.30070689,429425.577969532 4587459.3435706))"
"T07637H","20 - 30 µg/m³","MULTILINESTRING ((426165.967314309 4580922.21623872,426280.761802664 4580963.16542885))"
"T11978G","20 - 30 µg/m³","MULTILINESTRING ((431915.433156833 4588426.97422086,431940.273918267 4588522.34018351))"
"T01657N","20 - 30 µg/m³","MULTILINESTRING ((431146.833141829 4580940.83141731,431127.758354245 4580972.68261076))"
"T10517D","20 - 30 µg/m³","MULTILINESTRING ((427725.298987824 4583063.76266469,427692.459291428 4583110.41398584))"
"T21252G","20 - 30 µg/m³","MULTILINESTRING ((428651.983504178 4580178.02118627,428645.466474366 4580175.41423178,428631.862364412 4580163.68431709,428624.763329456 4580160.51736617))"
"T07085X","20 - 30 µg/m³","MULTILINESTRING ((426763.876009601 4582341.16387501,426669.143630129 4582310.52554885))"
"T16920I","20 - 30 µg/m³","MULTILINESTRING ((430940.06656339 4581564.96494115,430959.675318278 4581528.71173708))"
"RD0073U","> 40 µg/m³","MULTILINESTRING ((428150.516487092 4585791.08316011,428158.261537126 4585812.35558531,428160.551809531 4585818.47820354))"
"T17485O","20 - 30 µg/m³","MULTILINESTRING ((429062.9063127 4585465.20714657,429068.634229359 4585453.01908342,429075.516180916 4585445.2070185,429095.616065234 4585425.80083435))"
"T06120F","20 - 30 µg/m³","MULTILINESTRING ((432378.037903882 4586847.61621355,432414.286028372 4586856.66195359))"
"T10803G","20 - 30 µg/m³","MULTILINESTRING ((426618.267016636 4583425.17564282,426612.000117367 4583439.71671274))"
"T16569N","20 - 30 µg/m³","MULTILINESTRING ((431071.323780187 4581961.55655375,431065.941689011 4581950.65457785,431073.665485567 4581922.312476))"
"T15996Y","20 - 30 µg/m³","MULTILINESTRING ((426816.712677476 4582681.70299503,426819.512692451 4582683.10297587,426822.836714874 4582685.37695405,426848.381875405 4582701.29878403,426855.334924206 4582706.30473879))"
"T11468P","20 - 30 µg/m³","MULTILINESTRING ((427602.772515642 4584605.36594366,427545.805783924 4584652.28544863))"
"T03432G","20 - 30 µg/m³","MULTILINESTRING ((427046.414232352 4580468.32984135,427035.401225649 4580469.68792718,427020.17522303 4580472.44204722,427007.94724082 4580477.27614767,426993.381290639 4580486.80827317,426980.501409874 4580505.14739946))"
"T12081E","20 - 30 µg/m³","MULTILINESTRING ((431465.432923377 4588224.32330815,431425.975051242 4588249.2676465))"
"T14359X","20 - 30 µg/m³","MULTILINESTRING ((433189.848093417 4584203.37793236,433209.555384791 4584237.69683538,433225.163484876 4584247.69773248))"
"T16756O","20 - 30 µg/m³","MULTILINESTRING ((426142.202426479 4575532.19402509,426245.56322491 4575484.80416864))"
"T16219U","20 - 30 µg/m³","MULTILINESTRING ((429398.6612228 4587234.19341712,429389.259244997 4587239.04449638,429317.792301419 4587261.09007524,429304.103317264 4587265.97818718,429292.192364144 4587274.60129153,429283.570421489 4587283.93437199,429278.948433864 4587286.51241126))"
"T06864M","20 - 30 µg/m³","MULTILINESTRING ((431395.618398502 4586585.21323127,431323.387415685 4586602.23480514))"
"T06178X","20 - 30 µg/m³","MULTILINESTRING ((432470.279811072 4586816.56846603,432461.316483204 4586775.11546793))"
"T12564S","20 - 30 µg/m³","MULTILINESTRING ((430640.902146616 4587234.50997958,430582.596342815 4587272.35748133))"
"T09295N","20 - 30 µg/m³","MULTILINESTRING ((433418.868307311 4583790.75757178,433507.918122948 4583880.0000338))"
"T09179K","20 - 30 µg/m³","MULTILINESTRING ((433144.655037717 4583679.28347717,433084.917412808 4583740.69402275))"
"T02392L","20 - 30 µg/m³","MULTILINESTRING ((430214.499012463 4580718.96714177,430228.166356646 4580761.49710341,430306.694061257 4580838.23162608))"
"T11829U","<= 20 µg/m³","MULTILINESTRING ((424543.963701755 4586709.50353876,424557.67879535 4586719.02844939,424587.246053209 4586746.96526845,424609.031232045 4586766.07713281))"
"T18982E","20 - 30 µg/m³","MULTILINESTRING ((431443.310550976 4581329.24876738,431425.205622707 4581342.37592468))"
"T01980V","20 - 30 µg/m³","MULTILINESTRING ((430505.015664779 4583508.41619851,430602.472534865 4583602.98060411))"
"T07038Q","20 - 30 µg/m³","MULTILINESTRING ((425860.50944118 4583109.46492833,425870.572509625 4583116.41786238,425932.5211139 4583183.30849323))"
"T07141O","20 - 30 µg/m³","MULTILINESTRING ((427190.760411336 4581780.17076563,427169.810841332 4581841.0780186))"
"T17730I","20 - 30 µg/m³","MULTILINESTRING ((427675.239731216 4582645.31740611,427636.688604074 4582768.07288721))"
"T10759T","20 - 30 µg/m³","MULTILINESTRING ((426909.108207071 4583127.53397409,426924.767320335 4583139.2458728))"
"T21452M","20 - 30 µg/m³","MULTILINESTRING ((428280.61624099 4580350.42327545,428273.606251071 4580353.17433299,428266.239261834 4580356.08739349,428261.956253934 4580355.91542578,428256.816231719 4580354.03146195,428251.847182455 4580348.54849126,428202.505681306 4580292.52577989,428193.425588019 4580282.07583278))"
"T19402D","20 - 30 µg/m³","MULTILINESTRING ((434325.007704925 4584580.33291722,434419.700563714 4584674.12334346))"
"T03698E","20 - 30 µg/m³","MULTILINESTRING ((430519.394729737 4580619.52167826,430395.876905322 4580667.84568859))"
"T04997Q","20 - 30 µg/m³","MULTILINESTRING ((428616.110007494 4586044.95247597,428622.038936961 4586034.41941401,428742.120028074 4586021.86447981))"
"T11349J","20 - 30 µg/m³","MULTILINESTRING ((428978.770385972 4583650.29701846,428922.525680788 4583700.50852282))"
"T12220X","20 - 30 µg/m³","MULTILINESTRING ((430986.02282011 4586856.65776459,430946.617667343 4586976.60325409))"
"T08664O","20 - 30 µg/m³","MULTILINESTRING ((427688.957773798 4585543.57873358,427648.080016513 4585584.04210956))"
"T21578Z","20 - 30 µg/m³","MULTILINESTRING ((428680.691965791 4587283.27671156,428668.017393028 4587273.93203987,428657.627358903 4587271.55111514,428641.609320986 4587269.82023428,428618.231263467 4587267.0064077,428607.624245394 4587266.78948807,428603.295276398 4587271.76852893,428592.255277333 4587274.14961672,428581.432299914 4587279.34470734,428571.04235104 4587288.2198005,428553.941458991 4587305.96995885,428547.231469909 4587308.78401438,428539.221500129 4587314.41208428,428529.264517501 4587318.74216693,428522.121516267 4587320.04022335,428511.80349646 4587319.53530106))"
"T07931K","20 - 30 µg/m³","MULTILINESTRING ((429662.48889702 4584104.44950365,429676.994005841 4584115.80741045))"
"T12421E","20 - 30 µg/m³","MULTILINESTRING ((431295.505039012 4587746.45983716,431250.910536213 4587689.21508394))"
"T01224S","20 - 30 µg/m³","MULTILINESTRING ((430214.088709638 4581205.73589156,430145.229498645 4581323.50859552))"
"T12698F","20 - 30 µg/m³","MULTILINESTRING ((431257.463687081 4588235.69790122,431324.55237239 4588312.39751462))"
"T19933Z","20 - 30 µg/m³","MULTILINESTRING ((432162.141408286 4583401.05649004,432233.359046429 4583470.53005669))"
"T02596V","20 - 30 µg/m³","MULTILINESTRING ((430902.299656541 4584083.83306314,430809.145270008 4584183.38991898))"
"T18297Q","20 - 30 µg/m³","MULTILINESTRING ((433688.99942326 4585989.53392806,433714.217638759 4586012.86177444))"
"T20812M","20 - 30 µg/m³","MULTILINESTRING ((430689.879986268 4587203.30855905,430710.350989079 4587199.48939797,430719.511084798 4587210.25434577))"
"T19003S","20 - 30 µg/m³","MULTILINESTRING ((428233.156899701 4586241.27570474,428220.845883547 4586241.66479908,428187.545691973 4586223.18302308,428164.734661627 4586223.8491978,428151.081576156 4586215.35728818,428133.609789406 4586247.10747185))"
"T07618E","20 - 30 µg/m³","MULTILINESTRING ((426976.173479051 4581305.86466811,426945.661623634 4581331.13293913))"
"T02554L","20 - 30 µg/m³","MULTILINESTRING ((430512.129432626 4584265.12629085,430621.608417389 4584372.2886242))"
"T11895E","20 - 30 µg/m³","MULTILINESTRING ((428566.343808223 4582737.29276628,428548.315984982 4582764.21894456,428447.777646343 4582871.6978736))"
"T15521T","20 - 30 µg/m³","MULTILINESTRING ((431629.269247558 4587309.76961634,431696.996342868 4587572.50352098))"
"T08443D","20 - 30 µg/m³","MULTILINESTRING ((429450.847158658 4584707.60902723,429486.362397603 4584731.78779338))"
"T07883T","20 - 30 µg/m³","MULTILINESTRING ((429154.136704227 4584050.96929191,429117.681104168 4584110.96766037))"
"T18300U","20 - 30 µg/m³","MULTILINESTRING ((433606.738781047 4585789.44123148,433563.088039963 4585832.4826303,433537.420204394 4585859.40086738))"
"T19929D","20 - 30 µg/m³","MULTILINESTRING ((432287.914098767 4583334.84843717,432162.141408286 4583401.05649004))"
"T18663S","<= 20 µg/m³","MULTILINESTRING ((425682.636979419 4583085.08024504,425684.831048338 4583093.70724156,425682.418158171 4583108.66628285,425684.831213216 4583115.42127483,425691.104276101 4583122.41823779,425703.891416905 4583138.34216484,425707.751481528 4583146.06214729,425707.751527332 4583152.09415653,425704.132567507 4583158.12619332,425699.066581612 4583161.02123632,425694.482574482 4583161.02127121,425685.313532738 4583157.40233547,425669.631447889 4583149.44044266,425662.393418307 4583147.02749407,425656.120412217 4583147.51054256,425651.054431818 4583151.12958668,425647.676488851 4583159.33262496,425647.917540527 4583166.08863347,425652.26058575 4583171.15460817,425700.032041132 4583221.33832136))"
"T08411V","20 - 30 µg/m³","MULTILINESTRING ((429635.077319655 4584559.88440144,429586.269903539 4584646.54190397))"
"T14089U","20 - 30 µg/m³","MULTILINESTRING ((430369.706924295 4587656.84770542,430476.625976017 4587641.76487175))"
"T00391C","20 - 30 µg/m³","MULTILINESTRING ((431424.64582992 4581369.76497094,431405.814870195 4581378.89912761))"
"T01885X","20 - 30 µg/m³","MULTILINESTRING ((429835.779763783 4582473.72870676,429741.943352286 4582570.1695676))"
"T09619N","20 - 30 µg/m³","MULTILINESTRING ((434234.811571214 4585238.33160201,434199.842793915 4585274.81692469))"
"T02579U","30 - 40 µg/m³","MULTILINESTRING ((431460.760799363 4584252.08709102,431557.023661289 4584345.84150447))"
"T00522V","20 - 30 µg/m³","MULTILINESTRING ((431711.876838709 4582102.13391717,431774.995453274 4582038.58734191))"
"T20844U","20 - 30 µg/m³","MULTILINESTRING ((430982.903031769 4581223.02609255,431020.163378227 4581261.03986855))"
"T04123A","20 - 30 µg/m³","MULTILINESTRING ((427027.188011224 4577409.0072266,427617.724908565 4577671.73615227))"
"T04156J","20 - 30 µg/m³","MULTILINESTRING ((427247.222906053 4575109.1379964,426874.24670231 4575289.13209991))"
"T12825U","20 - 30 µg/m³","MULTILINESTRING ((430955.879552278 4588807.46809072,430940.047860344 4588851.35728006,430936.525966605 4588866.09833005,430937.308038015 4588875.35933877))"
"T16711B","20 - 30 µg/m³","MULTILINESTRING ((430087.505789499 4579793.44868275,430063.845629196 4579777.11083735,430049.125429914 4579753.8329133,430042.278247901 4579731.23993048,430042.963067046 4579707.27788831,430052.547884232 4579681.26077534,430060.763798078 4579668.25269284,430075.140713568 4579654.21756194,430097.049632804 4579639.15537222,430120.66958844 4579628.54317638,430139.839576229 4579623.06502226,430161.748594211 4579621.01185262,430180.575633451 4579622.38071168,430194.95367887 4579625.46160718,430222.339799078 4579635.7304152,430258.625967112 4579650.4501628,430271.869026867 4579655.61507037))"
"T14363T","20 - 30 µg/m³","MULTILINESTRING ((433332.93566302 4584249.32691951,433396.74726957 4584184.70333849))"
"LRD0013","> 40 µg/m³","MULTILINESTRING ((428193.966745866 4585953.68494265,428193.215045838 4585951.59693632,428203.580612863 4585945.2324572))"
"T19256L","20 - 30 µg/m³","MULTILINESTRING ((431310.616352633 4581593.3921776,431325.908483793 4581607.54208344,431333.729549667 4581614.62003504))"
"T18227C","20 - 30 µg/m³","MULTILINESTRING ((432849.468921808 4582540.03297284,432824.212695145 4582515.33112627))"
"T18838X","20 - 30 µg/m³","MULTILINESTRING ((428490.628694837 4580762.83931459,428442.566628922 4580763.90968166))"
"T08747Q","20 - 30 µg/m³","MULTILINESTRING ((429095.616065234 4585425.80083435,429102.30204227 4585421.39677638,429109.929003419 4585414.69970758,429119.601929739 4585402.98061514,429123.321867949 4585394.0515725,429125.844813576 4585386.34854094))"
"T02957A","20 - 30 µg/m³","MULTILINESTRING ((428294.709859271 4580692.52969589,428297.78445943 4580770.96979338))"
"T11758W","<= 20 µg/m³","MULTILINESTRING ((425082.234624587 4584873.04854815,425079.581692947 4584882.59058289,425069.833994877 4584924.32972068))"
"T18240Z","20 - 30 µg/m³","MULTILINESTRING ((432755.364749966 4582536.50167992,432727.615928813 4582565.6579346))"
"T03474Q","20 - 30 µg/m³","MULTILINESTRING ((428741.670702199 4580317.68471999,428760.243467918 4580283.05452539))"
"T01140P","20 - 30 µg/m³","MULTILINESTRING ((430233.679066605 4581117.1136071,430274.373864397 4581082.19324521))"
"T20929Y","30 - 40 µg/m³","MULTILINESTRING ((426040.209530452 4583825.70536669,426059.914594891 4583878.82158647))"
"T12560O","20 - 30 µg/m³","MULTILINESTRING ((430569.252152913 4587250.01254678,430510.445335452 4587286.16104962))"
"T02099J","30 - 40 µg/m³","MULTILINESTRING ((430404.557471015 4582845.92195264,430310.246046411 4582940.79781118))"
"T15579L","20 - 30 µg/m³","MULTILINESTRING ((432370.546816575 4581570.57611399,432387.522387961 4581510.7098935))"
"T19308G","<= 20 µg/m³","MULTILINESTRING ((431212.565572571 4590076.37614683,431174.486844216 4590120.00050401))"
"T09929Y","20 - 30 µg/m³","MULTILINESTRING ((434421.110430532 4585050.63490435,434331.211966129 4585139.14171845))"
"T17838T","> 40 µg/m³","MULTILINESTRING ((431387.844238136 4581036.07573752,431363.037891569 4580995.50086313))"
"T17430Z","20 - 30 µg/m³","MULTILINESTRING ((431729.794392014 4589551.03740081,431720.651349065 4589547.24646411,431713.494270744 4589538.38550439,431701.565107474 4589519.30056472,431686.569985967 4589506.34965794,431659.985864558 4589495.78484272,431646.69473536 4589481.47092088,431636.810634716 4589470.22397805,431620.792573658 4589465.45309189,431608.864549962 4589464.7711812,431603.070551299 4589466.13422724,431599.662582196 4589470.90626058,431593.527719991 4589490.33233766,431578.190864167 4589512.48448876,431564.558948968 4589526.45861406,431551.949001746 4589536.00072463,431546.496065649 4589545.54378098,431545.132130731 4589554.40480527,431548.881312315 4589577.57981336,431555.016585491 4589612.34282161,431554.334667143 4589623.24884395,431546.155760412 4589637.22192792,431540.361769506 4589639.60797558,431529.114721011 4589635.51805436,431517.867631163 4589625.97512456,431511.733572523 4589619.50016085,431506.961541849 4589616.43319217,431491.625510262 4589615.41030677,431479.356486035 4589614.72939866,431473.56245635 4589612.00243827,431470.495417988 4589607.57245453,431470.495379217 4589602.46044648,431471.858334808 4589596.32542649,431484.80925154 4589582.69230689,431494.351072522 4589557.13219433,431500.485952818 4589540.09112101,431501.848885149 4589530.88909619,431497.418805903 4589521.34711472,431485.830669005 4589505.66917782,431478.332597916 4589497.83122229,431467.085526168 4589490.67429623,431451.408450116 4589483.85740426,431441.184379959 4589476.70047045,431437.094329674 4589470.90749232,431433.917221696 4589457.31949498,431431.472165136 4589450.36150254,431426.395105908 4589443.59153033,431416.240028814 4589435.50559454,431398.374908363 4589423.28171062,431391.416844792 4589416.32375238,431386.715779024 4589408.61377584,431386.150728235 4589402.03176975,431391.604636885 4589388.86770768,431396.117554064 4589377.02065481,431394.704505029 4589370.84365577))"
"T06691J","20 - 30 µg/m³","MULTILINESTRING ((433599.241639563 4587487.79798631,433639.129743739 4587493.42769331))"
"T13851A","<= 20 µg/m³","MULTILINESTRING ((424533.875027125 4585698.34301112,424543.124945116 4585685.60292039,424566.372719208 4585650.9676882,424580.204610712 4585633.78255549,424591.101550522 4585623.58345625,424618.17443361 4585602.55221654,424626.354427546 4585600.06215026))"
"T05163M","20 - 30 µg/m³","MULTILINESTRING ((429860.865216479 4587006.93753825,429922.083464797 4587159.31331539))"
"T12259M","20 - 30 µg/m³","MULTILINESTRING ((430404.770023976 4586738.35097603,430435.857585841 4586806.20584901))"
"T19252H","20 - 30 µg/m³","MULTILINESTRING ((427218.875082209 4581072.37646234,427212.568241918 4581094.70454472))"
"T11987H","20 - 30 µg/m³","MULTILINESTRING ((431894.061253843 4588576.05261841,431952.445280908 4588567.687163))"
"T07416W","20 - 30 µg/m³","MULTILINESTRING ((428265.953334658 4582341.22044635,428285.674120072 4582440.59244834))"
"T20963A","20 - 30 µg/m³","MULTILINESTRING ((428792.756470787 4583304.69590846,428774.853337175 4583290.76102348))"
"T07081T","30 - 40 µg/m³","MULTILINESTRING ((426997.745004014 4582424.39122306,427110.124457327 4582461.15642427))"
"T04849F","20 - 30 µg/m³","MULTILINESTRING ((429517.764786473 4586227.61390472,429480.112143057 4586282.42327893))"
"T17355F","20 - 30 µg/m³","MULTILINESTRING ((429353.713655789 4586111.76496809,429288.286193916 4586064.1203899))"
"T08553I","20 - 30 µg/m³","MULTILINESTRING ((429121.880443693 4584680.57649089,429062.493431943 4584691.12095898,429048.001502641 4584703.36408783))"
"T09998L","20 - 30 µg/m³","MULTILINESTRING ((433221.595351039 4583310.39133264,433269.957778909 4583356.87703751))"
"T20239F","20 - 30 µg/m³","MULTILINESTRING ((428006.881648083 4582303.55135969,427966.216000963 4582358.28375287))"
"T15701V","20 - 30 µg/m³","MULTILINESTRING ((431040.408562999 4582070.85095499,431068.819745407 4582089.06876764))"
"T17736O","20 - 30 µg/m³","MULTILINESTRING ((426186.392625323 4576075.7005157,426087.547936203 4575873.25195601))"
"T17532E","20 - 30 µg/m³","MULTILINESTRING ((431497.280925983 4584786.98262388,431461.683153422 4584824.08594931))"
"T19771Z","20 - 30 µg/m³","MULTILINESTRING ((430552.144210371 4587393.15590427,430539.36435274 4587414.57303514,430471.601836204 4587492.29367197))"
"T12833U","20 - 30 µg/m³","MULTILINESTRING ((431056.083900464 4588964.79358032,431068.031021738 4588978.34351122,431076.104070401 4588983.10845759))"
"T19347N","30 - 40 µg/m³","MULTILINESTRING ((432231.558980538 4581646.92214198,432280.501853133 4581672.2575829,432308.921176897 4581681.48523173,432337.150313717 4581684.84196229))"
"T07283B","20 - 30 µg/m³","MULTILINESTRING ((427628.321975742 4582160.44402052,427607.591159264 4582188.83122175))"
"T05893N","20 - 30 µg/m³","MULTILINESTRING ((432161.53210497 4585333.56743541,432183.241740058 4585413.05039843,432188.496793473 4585419.03736826))"
"T11473M","20 - 30 µg/m³","MULTILINESTRING ((427541.63761808 4584762.83464802,427484.044836046 4584803.26714791))"
"T02427F","20 - 30 µg/m³","MULTILINESTRING ((428566.343808223 4582737.29276628,428520.191622749 4582722.2710945))"
"T14603Q","30 - 40 µg/m³","MULTILINESTRING ((427683.370002422 4579649.39973135,427631.885745538 4579757.82429069))"
"T18283K","20 - 30 µg/m³","MULTILINESTRING ((432886.467432237 4586021.74705082,432981.588293187 4586116.07548153))"
"T05521O","20 - 30 µg/m³","MULTILINESTRING ((428430.874431029 4586799.27508929,428345.831967276 4586755.44066674,428332.012896177 4586748.88076147,428319.590858306 4586746.4228521,428308.151833756 4586745.52293774,428287.356855839 4586752.69710744))"
"T05923C","20 - 30 µg/m³","MULTILINESTRING ((431659.166638998 4586563.16920139,431625.170604459 4586565.54646248))"
"T18312Y","20 - 30 µg/m³","MULTILINESTRING ((433777.25459969 4585202.76800546,433759.337663421 4585214.81616021,433695.083870006 4585255.12471054,433663.505804867 4585252.92694585))"
"T07974V","20 - 30 µg/m³","MULTILINESTRING ((429922.824868562 4583916.39023738,429936.931981572 4583928.38214819))"
"T16388K","20 - 30 µg/m³","MULTILINESTRING ((432834.449297205 4582460.89796549,432795.813512216 4582497.02031328))"
"T08768V","20 - 30 µg/m³","MULTILINESTRING ((430245.861586192 4584470.85161754,430192.149987553 4584534.4931225))"
"T16393H","20 - 30 µg/m³","MULTILINESTRING ((432865.987607554 4582232.17637652,432780.232166782 4582323.15216516))"
"T06756J","20 - 30 µg/m³","MULTILINESTRING ((433148.591529262 4588224.43656266,433112.536350156 4588471.90222631))"
"T03035X","30 - 40 µg/m³","MULTILINESTRING ((428252.792732023 4580157.22918866,428274.712942227 4580180.48205794))"
"T01623D","20 - 30 µg/m³","MULTILINESTRING ((430890.081353579 4581415.92009152,430875.228175784 4581395.54517283))"
"T12221Y","20 - 30 µg/m³","MULTILINESTRING ((430946.617667343 4586976.60325409,430939.985796291 4586994.98833361,430885.193244573 4587065.39486061))"
"T19389X","20 - 30 µg/m³","MULTILINESTRING ((430690.969050501 4588267.71424257,430687.861182087 4588285.71829466,430788.901734302 4588337.89061206,430802.316621574 4588320.26448251))"
"T03096K","20 - 30 µg/m³","MULTILINESTRING ((427468.421803931 4580853.15422653,427483.679380199 4580925.9822228,427482.797434348 4580933.29624078))"
"T12691Y","20 - 30 µg/m³","MULTILINESTRING ((431196.252036264 4588294.30545768,431226.404335667 4588327.64128212,431245.908543041 4588351.01217141))"
"T19112W","30 - 40 µg/m³","MULTILINESTRING ((430982.423236888 4582829.04555088,431172.890958629 4583016.75639444))"
"T15839M","20 - 30 µg/m³","MULTILINESTRING ((429858.312123408 4580673.91778011,429846.358997099 4580659.70384912,429810.705567489 4580610.34504427))"
"T17716K","20 - 30 µg/m³","MULTILINESTRING ((431641.076776154 4587641.11605329,431552.764811167 4587663.78575795))"
"T01737M","20 - 30 µg/m³","MULTILINESTRING ((429745.7741291 4581224.06348023,429841.143988149 4581317.84089887))"
"T10511X","20 - 30 µg/m³","MULTILINESTRING ((428113.291262126 4583152.40184721,428158.049572662 4583184.147555,428157.752729277 4583204.81558877))"
"T10449I","20 - 30 µg/m³","MULTILINESTRING ((428441.138873748 4583034.55517257,428399.48456329 4583002.18144017))"
"T10447G","20 - 30 µg/m³","MULTILINESTRING ((428605.443073058 4583158.92011186,428526.28450501 4583100.28862488))"
"T15427W","20 - 30 µg/m³","MULTILINESTRING ((431700.441435753 4584812.77712558,431638.546730548 4584864.05867142))"
"T10584O","20 - 30 µg/m³","MULTILINESTRING ((427427.069639616 4583078.74595727,427337.872455151 4583204.28382789))"
"T03943Y","20 - 30 µg/m³","MULTILINESTRING ((428292.514935702 4578198.37684831,428242.716226109 4578246.76430197))"
"T20707M","20 - 30 µg/m³","MULTILINESTRING ((430815.551307878 4586955.9422134,430810.693381872 4586966.70826734))"
"T09163C","20 - 30 µg/m³","MULTILINESTRING ((433273.687229088 4583546.8392989,433319.128636145 4583591.17602256))"
"T10241U","20 - 30 µg/m³","MULTILINESTRING ((432403.955621685 4582327.75902136,432498.175482666 4582421.92445198))"
"T10719L","20 - 30 µg/m³","MULTILINESTRING ((426902.974672971 4583058.47591519,426929.3356459 4583049.52870087,426954.613469373 4583021.12746504))"
"T18940U","20 - 30 µg/m³","MULTILINESTRING ((433889.5055554 4583465.22651403,433844.243754007 4583500.49491036))"
"T12015U","20 - 30 µg/m³","MULTILINESTRING ((431927.672808619 4588774.25667696,431804.443998964 4588824.56368979))"
"T00390B","20 - 30 µg/m³","MULTILINESTRING ((431436.095986728 4581388.07491228,431463.977925207 4581374.30267993))"
"T20284K","20 - 30 µg/m³","MULTILINESTRING ((433426.018093017 4587714.74965668,433515.619338842 4587728.94100085))"
"T08542F","20 - 30 µg/m³","MULTILINESTRING ((428872.38426578 4584576.539233,428814.373775184 4584655.3177939))"
"T03784B","20 - 30 µg/m³","MULTILINESTRING ((427877.052355197 4579788.41547449,428026.654713949 4579937.15156749))"
"T11821M","<= 20 µg/m³","MULTILINESTRING ((424405.599343377 4586558.75035377,424412.361288143 4586550.06428852,424419.554269382 4586546.10322746,424429.4342794 4586545.38715108,424443.837326413 4586548.6210465,424472.082438827 4586557.63184566,424514.025597153 4586569.87754562,424536.050650666 4586572.39738187,424550.165668343 4586571.81927346,424561.174682254 4586571.38418892,424574.025730063 4586575.04409685,424586.316797324 4586581.38701329,424595.360863809 4586588.29795536,424611.885936578 4586594.49483933,424635.750017554 4586600.26166672,424648.04007946 4586605.89858205,424671.060173032 4586613.50241878,424689.704260864 4586621.25128907,424700.866329568 4586628.01821479,424707.230403652 4586636.48517974,424712.047496731 4586647.77816094,424718.564632044 4586664.29513748,424729.169741611 4586676.57107616,424739.074876837 4586692.37802577,424753.355966987 4586701.3329312))"
"T02191E","20 - 30 µg/m³","MULTILINESTRING ((429774.594089577 4582792.07765736,429726.109379431 4582840.03609925))"
"T16020H","<= 20 µg/m³","MULTILINESTRING ((424876.041391216 4586864.02925457,424886.49139416 4586862.2641722,424892.285391499 4586860.71912564,424898.465374813 4586857.24307307,424903.293331133 4586850.48302561,424910.245236645 4586836.57895065,424916.618161731 4586825.37788439,424922.798096752 4586815.52782173,424925.115071109 4586811.66579797,424932.261028135 4586804.52073224,424937.281989153 4586798.34068422,424946.551892421 4586783.66259038,424955.241816741 4586771.88250555,424959.67076869 4586764.62746033))"
"T03801L","20 - 30 µg/m³","MULTILINESTRING ((427781.161905912 4579484.98173321,427762.099768968 4579470.79485609,427747.89061285 4579453.09493664,427687.313623457 4579334.93421374))"
"T01712D","20 - 30 µg/m³","MULTILINESTRING ((428969.593158365 4581253.52542725,428876.727739071 4581348.82527973))"
"T06042I","20 - 30 µg/m³","MULTILINESTRING ((432265.272279649 4587052.20339239,432266.213700819 4587107.60247331))"
"T16722E","20 - 30 µg/m³","MULTILINESTRING ((426239.053088449 4576258.35040387,426213.574652186 4576205.87551461))"
"T09601D","30 - 40 µg/m³","MULTILINESTRING ((434052.467840575 4585838.88693867,434101.780313593 4585891.32364917))"
"T12854Z","<= 20 µg/m³","MULTILINESTRING ((431188.994416414 4589533.19247034,431176.73325208 4589514.03453305,431165.960074254 4589492.79158119,431156.846956909 4589479.1846288,431145.752842842 4589466.41569273,431127.175720062 4589454.03181396,431082.6565166 4589436.32612337))"
"T12831S","20 - 30 µg/m³","MULTILINESTRING ((430879.828431305 4588807.09566626,430898.259486178 4588810.55753211,430912.21255475 4588816.7444362,430918.790655605 4588828.70240527,430922.675776153 4588843.81039973,430937.308038015 4588875.35933877))"
"T10554I","20 - 30 µg/m³","MULTILINESTRING ((427424.514533193 4582801.9975537,427465.178838986 4582833.95929312,427488.482045606 4582856.40615011))"
"T21023V","20 - 30 µg/m³","MULTILINESTRING ((430178.287642625 4587526.72295152,430271.602205233 4587714.0365398))"
"T01182Z","20 - 30 µg/m³","MULTILINESTRING ((431127.758354245 4580972.68261076,431075.521658548 4580891.73488222))"
"T03198P","20 - 30 µg/m³","MULTILINESTRING ((427834.533426182 4581255.90706269,427789.160054994 4581347.96354939))"
"T00007H","20 - 30 µg/m³","MULTILINESTRING ((432222.090803487 4581072.44347314,432236.457857038 4581076.57337065))"
